source,target,accuracy,representation
3D-MR-MS,BraTS25-MET,0.49,medical_pct
3D-MR-MS,BraTS25-SSA,0.36,medical_pct
3D-MR-MS,BrainMetShare,0.21,medical_pct
3D-MR-MS,EPISURG,0.38666666666666666,medical_pct
3D-MR-MS,ISLES22,0.984,medical_pct
3D-MR-MS,IXI,0.385,medical_pct
3D-MR-MS,MS-60,0.3611111111111111,medical_pct
3D-MR-MS,MSLesSeg,0.5966666666666667,medical_pct
3D-MR-MS,NFBS,0.0,medical_pct
3D-MR-MS,NSK-GBM,0.375,medical_pct
3D-MR-MS,OASIS-1,0.01,medical_pct
3D-MR-MS,OASIS-2,0.0033222591362126247,medical_pct
3D-MR-MS,UMF-PD,0.036585365853658534,medical_pct
3D-MR-MS,UPENN-GBM,0.4033333333333333,medical_pct
BraTS25-MEN,3D-MR-MS,0.55,medical_pct
BraTS25-MEN,BGSP,0.0,medical_pct
BraTS25-MEN,BraTS25-MEN,0.9966666666666667,medical_pct
BraTS25-MEN,BraTS25-MET,0.93,medical_pct
BraTS25-MEN,BraTS25-SSA,0.65,medical_pct
BraTS25-MEN,BrainMetShare,0.29333333333333333,medical_pct
BraTS25-MEN,EPISURG,0.03666666666666667,medical_pct
BraTS25-MEN,ISLES22,0.832,medical_pct
BraTS25-MEN,IXI,0.46,medical_pct
BraTS25-MEN,MS-60,0.06666666666666667,medical_pct
BraTS25-MEN,MSLesSeg,0.6166666666666667,medical_pct
BraTS25-MEN,NFBS,1.0,medical_pct
BraTS25-MEN,NSK-GBM,0.5059523809523809,medical_pct
BraTS25-MEN,OASIS-1,0.0,medical_pct
BraTS25-MEN,OASIS-2,0.0,medical_pct
BraTS25-MEN,UMF-PD,0.0,medical_pct
BraTS25-MEN,UPENN-GBM,0.2833333333333333,medical_pct
BraTS25-MET,3D-MR-MS,0.43333333333333335,medical_pct
BraTS25-MET,BGSP,0.0,medical_pct
BraTS25-MET,BraTS25-MEN,0.8466666666666667,medical_pct
BraTS25-MET,BraTS25-MET,1.0,medical_pct
BraTS25-MET,BraTS25-SSA,0.48333333333333334,medical_pct
BraTS25-MET,BrainMetShare,0.33666666666666667,medical_pct
BraTS25-MET,EPISURG,0.0,medical_pct
BraTS25-MET,ISLES22,0.876,medical_pct
BraTS25-MET,IXI,0.28,medical_pct
BraTS25-MET,MS-60,0.35,medical_pct
BraTS25-MET,MSLesSeg,0.48333333333333334,medical_pct
BraTS25-MET,NFBS,1.0,medical_pct
BraTS25-MET,NSK-GBM,0.43452380952380953,medical_pct
BraTS25-MET,OASIS-1,0.0,medical_pct
BraTS25-MET,OASIS-2,0.0,medical_pct
BraTS25-MET,UMF-PD,0.0,medical_pct
BraTS25-MET,UPENN-GBM,0.33,medical_pct
BraTS25-SSA,3D-MR-MS,0.48333333333333334,medical_pct
BraTS25-SSA,BGSP,0.004149377593360996,medical_pct
BraTS25-SSA,BraTS25-MEN,0.6166666666666667,medical_pct
BraTS25-SSA,BraTS25-MET,0.5766666666666667,medical_pct
BraTS25-SSA,BraTS25-SSA,0.99,medical_pct
BraTS25-SSA,BrainMetShare,0.25333333333333335,medical_pct
BraTS25-SSA,EPISURG,0.9933333333333333,medical_pct
BraTS25-SSA,ISLES22,0.796,medical_pct
BraTS25-SSA,IXI,0.32,medical_pct
BraTS25-SSA,MS-60,0.3388888888888889,medical_pct
BraTS25-SSA,MSLesSeg,0.5266666666666666,medical_pct
BraTS25-SSA,NFBS,0.0,medical_pct
BraTS25-SSA,NSK-GBM,0.13690476190476192,medical_pct
BraTS25-SSA,OASIS-1,0.9733333333333334,medical_pct
BraTS25-SSA,OASIS-2,0.7109634551495017,medical_pct
BraTS25-SSA,UMF-PD,0.6097560975609756,medical_pct
BraTS25-SSA,UPENN-GBM,0.38,medical_pct
BrainMetShare,3D-MR-MS,0.21666666666666667,medical_pct
BrainMetShare,BGSP,1.0,medical_pct
BrainMetShare,BraTS25-MEN,0.25,medical_pct
BrainMetShare,BraTS25-MET,0.25,medical_pct
BrainMetShare,BraTS25-SSA,0.25,medical_pct
BrainMetShare,BrainMetShare,0.9933333333333333,medical_pct
BrainMetShare,EPISURG,0.5833333333333334,medical_pct
BrainMetShare,ISLES22,0.004,medical_pct
BrainMetShare,IXI,0.155,medical_pct
BrainMetShare,MS-60,0.17777777777777778,medical_pct
BrainMetShare,MSLesSeg,0.32,medical_pct
BrainMetShare,NFBS,1.0,medical_pct
BrainMetShare,NSK-GBM,0.05357142857142857,medical_pct
BrainMetShare,OASIS-1,0.023333333333333334,medical_pct
BrainMetShare,OASIS-2,0.006644518272425249,medical_pct
BrainMetShare,UMF-PD,0.3170731707317073,medical_pct
BrainMetShare,UPENN-GBM,0.26666666666666666,medical_pct
MS-60,3D-MR-MS,0.25,medical_pct
MS-60,BGSP,0.0,medical_pct
MS-60,BraTS25-MEN,0.24666666666666667,medical_pct
MS-60,BraTS25-MET,0.25333333333333335,medical_pct
MS-60,BraTS25-SSA,0.25666666666666665,medical_pct
MS-60,BrainMetShare,0.05333333333333334,medical_pct
MS-60,EPISURG,0.0,medical_pct
MS-60,ISLES22,0.208,medical_pct
MS-60,IXI,0.5,medical_pct
MS-60,MS-60,0.9944444444444445,medical_pct
MS-60,MSLesSeg,0.3333333333333333,medical_pct
MS-60,NFBS,0.08,medical_pct
MS-60,NSK-GBM,0.16666666666666666,medical_pct
MS-60,OASIS-1,0.0,medical_pct
MS-60,OASIS-2,0.0,medical_pct
MS-60,UMF-PD,0.0,medical_pct
MS-60,UPENN-GBM,0.25,medical_pct
MSLesSeg,3D-MR-MS,0.48333333333333334,medical_pct
MSLesSeg,BGSP,0.4190871369294606,medical_pct
MSLesSeg,BraTS25-MEN,0.47333333333333333,medical_pct
MSLesSeg,BraTS25-MET,0.5533333333333333,medical_pct
MSLesSeg,BraTS25-SSA,0.33,medical_pct
MSLesSeg,BrainMetShare,0.36,medical_pct
MSLesSeg,EPISURG,0.22,medical_pct
MSLesSeg,ISLES22,0.432,medical_pct
MSLesSeg,IXI,0.445,medical_pct
MSLesSeg,MS-60,0.4777777777777778,medical_pct
MSLesSeg,MSLesSeg,1.0,medical_pct
MSLesSeg,NFBS,0.992,medical_pct
MSLesSeg,NSK-GBM,0.08928571428571429,medical_pct
MSLesSeg,OASIS-1,0.0,medical_pct
MSLesSeg,OASIS-2,0.016611295681063124,medical_pct
MSLesSeg,UMF-PD,0.024390243902439025,medical_pct
MSLesSeg,UPENN-GBM,0.21,medical_pct
NSK-GBM,3D-MR-MS,0.475,medical_pct
NSK-GBM,BGSP,0.23236514522821577,medical_pct
NSK-GBM,BraTS25-MEN,0.5966666666666667,medical_pct
NSK-GBM,BraTS25-MET,0.6133333333333333,medical_pct
NSK-GBM,BraTS25-SSA,0.48333333333333334,medical_pct
NSK-GBM,BrainMetShare,0.32666666666666666,medical_pct
NSK-GBM,EPISURG,0.03,medical_pct
NSK-GBM,ISLES22,0.64,medical_pct
NSK-GBM,IXI,0.225,medical_pct
NSK-GBM,MS-60,0.37222222222222223,medical_pct
NSK-GBM,MSLesSeg,0.33666666666666667,medical_pct
NSK-GBM,NFBS,1.0,medical_pct
NSK-GBM,NSK-GBM,1.0,medical_pct
NSK-GBM,OASIS-1,0.08,medical_pct
NSK-GBM,OASIS-2,0.006644518272425249,medical_pct
NSK-GBM,UMF-PD,0.524390243902439,medical_pct
NSK-GBM,UPENN-GBM,0.36,medical_pct
UPENN-GBM,3D-MR-MS,0.35833333333333334,medical_pct
UPENN-GBM,BGSP,0.970954356846473,medical_pct
UPENN-GBM,BraTS25-MEN,0.4766666666666667,medical_pct
UPENN-GBM,BraTS25-MET,0.43333333333333335,medical_pct
UPENN-GBM,BraTS25-SSA,0.4633333333333333,medical_pct
UPENN-GBM,BrainMetShare,0.18,medical_pct
UPENN-GBM,EPISURG,0.81,medical_pct
UPENN-GBM,ISLES22,0.004,medical_pct
UPENN-GBM,IXI,0.95,medical_pct
UPENN-GBM,MS-60,0.3333333333333333,medical_pct
UPENN-GBM,MSLesSeg,0.35,medical_pct
UPENN-GBM,NFBS,0.0,medical_pct
UPENN-GBM,NSK-GBM,0.4107142857142857,medical_pct
UPENN-GBM,OASIS-1,0.013333333333333334,medical_pct
UPENN-GBM,OASIS-2,0.17275747508305647,medical_pct
UPENN-GBM,UMF-PD,0.8292682926829268,medical_pct
UPENN-GBM,UPENN-GBM,1.0,medical_pct
